lon,lat,state
32.8006671,-86.79113,"Alabama
Alzheimer's disease - 895
Cancer - 9807
CLRD - 2057
Diabetes - 1321
Heart disease - 13406
Influenza and pneumonia - 1138
Kidney disease - 939
Stroke - 3183
Suicide - 583
Unintentional injuries - 2093
"
61.370716,-152.404419,"Alaska
Alzheimer's disease - 47
Cancer - 704
CLRD - 132
Diabetes - 87
Heart disease - 607
Influenza and pneumonia - 45
Kidney disease - 30
Stroke - 170
Suicide - 137
Unintentional injuries - 343
"
33.729759,-111.431221,"Arizona
Alzheimer's disease - 1045
Cancer - 9073
CLRD - 2508
Diabetes - 1012
Heart disease - 10584
Influenza and pneumonia - 1222
Kidney disease - 614
Stroke - 2648
Suicide - 784
Unintentional injuries - 2326
"
34.969704,-92.373123,"Arkansas
Alzheimer's disease - 430
Cancer - 6090
CLRD - 1405
Diabetes - 714
Heart disease - 8278
Influenza and pneumonia - 798
Kidney disease - 500
Stroke - 2255
Suicide - 349
Unintentional injuries - 1267
"
36.116203,-119.681564,"California
Alzheimer's disease - 4419
Cancer - 53158
CLRD - 12756
Diabetes - 6190
Heart disease - 68426
Influenza and pneumonia - 8324
Kidney disease - 1785
Stroke - 18185
Suicide - 2969
Unintentional injuries - 8577
"
39.059811,-105.311104,"Colorado
Alzheimer's disease - 712
Cancer - 5922
CLRD - 1787
Diabetes - 635
Heart disease - 6184
Influenza and pneumonia - 607
Kidney disease - 357
Stroke - 1907
Suicide - 613
Unintentional injuries - 1702
"
41.5997782,-72.755371,"Connecticut
Alzheimer's disease - 526
Cancer - 7065
CLRD - 1533
Diabetes - 683
Heart disease - 8993
Influenza and pneumonia - 890
Kidney disease - 524
Stroke - 2011
Suicide - 304
Unintentional injuries - 1175
"
39.318523,-75.507141,"DC
Alzheimer's disease - 75
Cancer - 1335
CLRD - 175
Diabetes - 221
Heart disease - 1756
Influenza and pneumonia - 111
Kidney disease - 84
Stroke - 252
Suicide - 23
Unintentional injuries - 204
"
38.897438,-77.026817,"Delaware
Alzheimer's disease - 110
Cancer - 1609
CLRD - 341
Diabetes - 193
Heart disease - 1983
Influenza and pneumonia - 229
Kidney disease - 111
Stroke - 430
Suicide - 82
Unintentional injuries - 290
"
27.766279,-81.686783,"Florida
Alzheimer's disease - 3265
Cancer - 39183
CLRD - 8645
Diabetes - 4449
Heart disease - 50336
Influenza and pneumonia - 3365
Kidney disease - 1888
Stroke - 10532
Suicide - 2086
Unintentional injuries - 6267
"
