lon,lat,state
32.8006671,-86.79113,"Alabama
Alzheimer's disease - 772
Cancer - 9506
CLRD - 2179
Diabetes - 1341
Heart disease - 13419
Influenza and pneumonia - 1228
Kidney disease - 979
Stroke - 3148
Suicide - 555
Unintentional injuries - 2313
"
61.370716,-152.404419,"Alaska
Alzheimer's disease - 24
Cancer - 633
CLRD - 146
Diabetes - 67
Heart disease - 563
Influenza and pneumonia - 46
Kidney disease - 34
Stroke - 171
Suicide - 96
Unintentional injuries - 294
"
33.729759,-111.431221,"Arizona
Alzheimer's disease - 963
CLRD - 2553
Diabetes - 1063
Heart disease - 10800
Influenza and pneumonia - 1287
Kidney disease - 544
Stroke - 2600
Suicide - 766
Unintentional injuries - 2214
"
34.969704,-92.373123,"Arkansas
Alzheimer's disease - 434
Cancer - 6137
CLRD - 1358
Diabetes - 691
Heart disease - 8315
Influenza and pneumonia - 741
Kidney disease - 458
Stroke - 2255
Suicide - 336
Unintentional injuries - 1287
"
36.116203,-119.681564,"Califronia
Alzheimer's disease - 4532
Cancer - 53067
CLRD - 13165
Diabetes - 6401
Heart disease - 71930
Influenza and pneumonia - 4560
Kidney disease - 2261
Stroke - 17962
Suicide - 3077
Unintentional injuries - 9198
"
39.059811,-105.311104,"Colorado
Alzheimer's disease - 756
Cancer - 5863
CLRD - 1894
Diabetes - 639
Heart disease - 6420
Influenza and pneumonia - 807
Kidney disease - 312
Stroke - 1834
Suicide - 574
Unintentional injuries - 1519
"
41.5997782,-72.755371,"Connecticut
Alzheimer's disease - 449
Cancer - 7054
CLRD - 1435
Diabetes - 691
Heart disease - 9127
Influenza and pneumonia - 885
Kidney disease - 457
Stroke - 1933
Suicide - 274
Unintentional injuries - 1034
"
39.318523,-75.507141,"DC
Alzheimer's disease - 53
Cancer - 1340
CLRD - 166
Diabetes - 221
Heart disease - 1652
Influenza and pneumonia - 116
Kidney disease - 91
Stroke - 297
Suicide - 30
Unintentional injuries - 161
"
38.897438,-77.026817,"Delaware
Alzheimer's disease - 107
Cancer - 1737
CLRD - 327
Diabetes - 179
Heart disease - 2011
Influenza and pneumonia - 155
Kidney disease - 100
Stroke - 365
Suicide - 86
Unintentional injuries - 267
"
27.766279,-81.686783,"Florida
Alzheimer's disease - 3059
Cancer - 38478
CLRD - 9131
Diabetes - 4357
Heart disease - 51434
Influenza and pneumonia - 3328
Kidney disease - 1846
Stroke - 10560
Suicide - 2029
Unintentional injuries - 5961
"
