lon,lat,state
32.8006671,-86.79113,"Alabama
Alzheimer's disease - 1518
Cancer - 10182
CLRD - 2733
Diabetes - 1386
Heart disease - 12074
Influenza and pneumonia - 912
Kidney disease - 1107
Stroke - 2863
Suicide - 604
Unintentional injuries - 2509
"
61.370716,-152.404419,"Alaska
Alzheimer's disease - 80
Cancer - 867
CLRD - 181
Diabetes - 93
Heart disease - 634
Influenza and pneumonia - 51
Kidney disease - 50
Stroke - 172
Suicide - 169
Unintentional injuries - 332
"
33.729759,-111.431221,"Arizona
Alzheimer's disease - 2099
Cancer - 10081
CLRD - 2939
Diabetes - 1173
Heart disease - 10385
Influenza and pneumonia - 1068
Kidney disease - 503
Stroke - 2147
Suicide - 972
Unintentional injuries - 2956
"
34.969704,-92.373123,"Arkansas
Alzheimer's disease - 893
Cancer - 6526
CLRD - 1887
Diabetes - 901
Heart disease - 7516
Influenza and pneumonia - 846
Kidney disease - 638
Stroke - 1722
Suicide - 447
Unintentional injuries - 1477
"
36.116203,-119.681564,"Califronia
Alzheimer's disease - 10098
Cancer - 54686
CLRD - 13426
Diabetes - 7375
Heart disease - 60709
Influenza and pneumonia - 6560
Kidney disease - 2854
Stroke - 14048
Suicide - 3775
Unintentional injuries - 10761
"
39.059811,-105.311104,"Colorado
Alzheimer's disease - 1353
Cancer - 6719
CLRD - 2188
Diabetes - 767
Heart disease - 6118
Influenza and pneumonia - 678
Kidney disease - 483
Stroke - 1565
Suicide - 803
Unintentional injuries - 2172
"
41.5997782,-72.755371,"Connecticut
Alzheimer's disease - 839
Cancer - 6830
CLRD - 1505
Diabetes - 624
Heart disease - 7355
Influenza and pneumonia - 694
Kidney disease - 589
Stroke - 1433
Suicide - 315
Unintentional injuries - 1386
"
39.318523,-75.507141,"DC
Alzheimer's disease - 132
Cancer - 1143
CLRD - 139
Diabetes - 156
Heart disease - 1389
Influenza and pneumonia - 78
Kidney disease - 78
Stroke - 222
Suicide - 43
Unintentional injuries - 160
"
38.897438,-77.026817,"Delaware
Alzheimer's disease - 204
Cancer - 1912
CLRD - 472
Diabetes - 217
Heart disease - 1777
Influenza and pneumonia - 135
Kidney disease - 189
Stroke - 365
Suicide - 109
Unintentional injuries - 352
"
27.766279,-81.686783,"Florida
Alzheimer's disease - 4743
Cancer - 40814
CLRD - 10198
Diabetes - 5161
Heart disease - 42067
Influenza and pneumonia - 2300
Kidney disease - 2946
Stroke - 8589
Suicide - 2740
Unintentional injuries - 8939
"
33.040619,-83.643074,"Georgia
Alzheimer's disease - 1929
Cancer - 14621
CLRD - 3546
Diabetes - 1496
Heart disease - 15721
Influenza and pneumonia - 1498
Kidney disease - 1668
Stroke - 3805
Suicide - 981
Unintentional injuries - 3774
"
21.094318,-157.498337,"Hawaii
Alzheimer's disease - 218
Cancer - 2194
CLRD - 293
Diabetes - 286
Heart disease - 2313
Influenza and pneumonia - 270
Kidney disease - 197
Stroke - 642
Suicide - 133
Unintentional injuries - 406
"
44.240459,-114.478828,"Idaho
Alzheimer's disease - 393
Cancer - 2511
CLRD - 703
Diabetes - 356
Heart disease - 2330
Influenza and pneumonia - 206
Kidney disease - 173
Stroke - 609
Suicide - 252
Unintentional injuries - 649
"
40.349457,-88.986137,"Illinios
Alzheimer's disease - 3192
Cancer - 24300
CLRD - 5602
Diabetes - 2846
Heart disease - 26078
Influenza and pneumonia - 2672
Kidney disease - 2576
Stroke - 5788
Suicide - 1198
Unintentional injuries - 4218
"
39.849457,-86.258278,"Indiana
Alzheimer's disease - 1971
Cancer - 13137
CLRD - 3878
Diabetes - 1683
Heart disease - 13663
Influenza and pneumonia - 1318
Kidney disease - 1363
Stroke - 3114
Suicide - 809
Unintentional injuries - 2558
"
42.011539,-93.210526,"Iowa
Alzheimer's disease - 1332
Cancer - 6424
CLRD - 1848
Diabetes - 764
Heart disease - 7284
Influenza and pneumonia - 829
Kidney disease - 304
Stroke - 1732
Suicide - 380
Unintentional injuries - 1266
"
38.5266,-96.726486,"Kansas
Alzheimer's disease - 961
Cancer - 5294
CLRD - 1626
Diabetes - 706
Heart disease - 5643
Influenza and pneumonia - 743
Kidney disease - 620
Stroke - 1574
Suicide - 337
Unintentional injuries - 1174
"
37.66814,-84.670067,"Kentucky
Alzheimer's disease - 1370
Cancer - 9589
CLRD - 2926
Diabetes - 1214
Heart disease - 10061
Influenza and pneumonia - 943
Kidney disease - 993
Stroke - 2098
Suicide - 612
Unintentional injuries - 2379
"
31.169546,-91.867805,"Louisiana
Alzheimer's disease - 1361
Cancer - 9197
CLRD - 1896
Diabetes - 1332
Heart disease - 10347
Influenza and pneumonia - 894
Kidney disease - 1195
Stroke - 2084
Suicide - 532
Unintentional injuries - 2409
"
44.693947,-69.381927,"Maine
Alzheimer's disease - 450
Cancer - 3093
CLRD - 794
Diabetes - 344
Heart disease - 2785
Influenza and pneumonia - 263
Kidney disease - 263
Stroke - 671
Suicide - 181
Unintentional injuries - 628
"
39.063946,-76.802101,"Maryland
Alzheimer's disease - 1016
Cancer - 10360
CLRD - 1982
Diabetes - 1239
Heart disease - 11157
Influenza and pneumonia - 1008
Kidney disease - 775
Stroke - 2330
Suicide - 507
Unintentional injuries - 1465
"
42.230171,-71.530106,"Massachusetts
Alzheimer's disease - 1832
Cancer - 13031
CLRD - 2587
Diabetes - 1079
Heart disease - 12776
Influenza and pneumonia - 1598
Kidney disease - 1377
Stroke - 2747
Suicide - 509
Unintentional injuries - 2040
"
43.326618,-84.536095,"Michigan
Alzheimer's disease - 2739
Cancer - 20211
CLRD - 5185
Diabetes - 2752
Heart disease - 24344
Influenza and pneumonia - 1853
Kidney disease - 1663
Stroke - 4769
Suicide - 1180
Unintentional injuries - 3685
"
45.694454,-93.900192,"Minnesota
Alzheimer's disease - 1344
Cancer - 9446
CLRD - 2096
Diabetes - 1087
Heart disease - 7367
Influenza and pneumonia - 745
Kidney disease - 813
Stroke - 2199
Suicide - 596
Unintentional injuries - 2010
"
32.741646,-89.678696,"Mississippi
Alzheimer's disease - 916
CLRD - 1520
Diabetes - 758
Heart disease - 7997
Influenza and pneumonia - 626
Kidney disease - 723
Stroke - 1592
Suicide - 409
Unintentional injuries - 1693
"
38.4456085,-92.678696,"Missouri
Alzheimer's disease - 2010
Cancer - 12523
CLRD - 3765
Diabetes - 1348
Heart disease - 14644
Influenza and pneumonia - 1414
Kidney disease - 1274
Stroke - 3261
Suicide - 779
Unintentional injuries - 2997
"
46.921925,-110.45353,"Montana
Alzheimer's disease - 294
Cancer - 1862
CLRD - 691
Diabetes - 254
Heart disease - 1975
Influenza and pneumonia - 168
Kidney disease - 151
Stroke - 466
Suicide - 203
Unintentional injuries - 592
"
41.12537,-98.268082,"Nebraska
Alzheimer's disease - 610
Cancer - 3376
CLRD - 1047
Diabetes - 470
Heart disease - 3459
Influenza and pneumonia - 366
Kidney disease - 270
Stroke - 863
Suicide - 191
Unintentional injuries - 714
"
38.313515,-117.055374,"Nevada
Alzheimer's disease - 279
Cancer - 4404
CLRD - 1257
Diabetes - 373
Heart disease - 4646
Influenza and pneumonia - 496
Kidney disease - 456
Stroke - 906
Suicide - 528
Unintentional injuries - 1134
"
43.452492,-71.563896,"New Hampshire
Alzheimer's disease - 393
Cancer - 2576
CLRD - 688
Diabetes - 297
Heart disease - 2409
Influenza and pneumonia - 211
Kidney disease - 174
Stroke - 484
Suicide - 179
Unintentional injuries - 488
"
