lon,lat,state
32.8006671,-86.79113,"Alabama
Alzheimer's disease - 1103
Cancer - 9801
CLRD - 2204
Diabetes - 1344
Heart disease - 13207
Influenza and pneumonia - 1105
Kidney disease - 974
Stroke - 2998
Suicide - 512
Unintentional injuries - 2211
"
61.370716,-152.404419,"Alaska
Alzheimer's disease - 44
Cancer - 689
CLRD - 147
Diabetes - 80
Heart disease - 603
Influenza and pneumonia - 36
Kidney disease - 24
Stroke - 158
Suicide - 102
Unintentional injuries - 345
"
33.729759,-111.431221,"Arizona
Alzheimer's disease - 1108
Cancer - 9143
CLRD - 2499
Diabetes - 1058
Heart disease - 10588
Influenza and pneumonia - 1133
Kidney disease - 644
Stroke - 2480
Suicide - 767
Unintentional injuries - 2475
"
34.969704,-92.373123,"Arkansas
Alzheimer's disease - 452
Cancer - 6092
CLRD - 1368
Diabetes - 756
Heart disease - 8263
Influenza and pneumonia - 735
Kidney disease - 521
Stroke - 2256
Suicide - 382
Unintentional injuries - 1277
"
36.116203,-119.681564,"Califronia
Alzheimer's disease - 4935
Cancer - 53924
CLRD - 12965
Diabetes - 6395
Heart disease - 68234
Influenza and pneumonia - 8129
Kidney disease - 1994
Stroke - 18088
Suicide - 2831
Unintentional injuries - 8132
"
39.059811,-105.311104,"Colorado
Alzheimer's disease - 852
Cancer - 6145
CLRD - 1836
Diabetes - 667
Heart disease - 6293
Influenza and pneumonia - 650
Kidney disease - 391
Stroke - 1825
Suicide - 722
Unintentional injuries - 1720
"
41.5997782,-72.755371,"Connecticut
Alzheimer's disease - 573
Cancer - 7093
CLRD - 1486
Diabetes - 759
Heart disease - 8582
Influenza and pneumonia - 854
Kidney disease - 585
Stroke - 2003
Suicide - 283
Unintentional injuries - 1056
"
39.318523,-75.507141,"DC
Alzheimer's disease - 99
Cancer - 1327
CLRD - 150
Diabetes - 209
Heart disease - 1761
Influenza and pneumonia - 86
Kidney disease - 79
Stroke - 265
Suicide - 40
Unintentional injuries - 223
"
38.897438,-77.026817,"Delaware
Alzheimer's disease - 135
Cancer - 1786
CLRD - 306
Diabetes - 218
Heart disease - 2033
Influenza and pneumonia - 181
Kidney disease - 108
Stroke - 383
Suicide - 108
Unintentional injuries - 290
"
27.766279,-81.686783,"Florida
Alzheimer's disease - 3643
Cancer - 39090
CLRD - 8954
Diabetes - 4631
Heart disease - 50629
Influenza and pneumonia - 3317
Kidney disease - 2172
Stroke - 10414
Suicide - 2314
Unintentional injuries - 6969
"
