lon,lat,state
32.8006671,-86.79113,"Alabama
Alzheimer's disease - 1390
Cancer - 10276
CLRD - 3015
Diabetes - 1300
Heart disease - 12036
Influenza and pneumonia - 942
Kidney disease - 1035
Stroke - 2628
Suicide - 724
Unintentional injuries - 2283
"
61.370716,-152.404419,"Alaska
Alzheimer's disease - 102
Cancer - 925
CLRD - 189
Diabetes - 107
Heart disease - 708
Influenza and pneumonia - 52
Kidney disease - 44
Stroke - 188
Suicide - 168
Unintentional injuries - 368
"
33.729759,-111.431221,"Arizona
Alzheimer's disease - 2160
Cancer - 11085
CLRD - 3221
Diabetes - 1736
Heart disease - 10689
Influenza and pneumonia - 683
Kidney disease - 414
Stroke - 2164
Suicide - 1156
Unintentional injuries - 3029
"
34.969704,-92.373123,"Arkansas
Alzheimer's disease - 931
Cancer - 6540
CLRD - 1910
Diabetes - 833
Heart disease - 7407
Influenza and pneumonia - 734
Kidney disease - 674
Stroke - 1664
Suicide - 485
Unintentional injuries - 1521
"
36.116203,-119.681564,"Califronia
Alzheimer's disease - 11649
Cancer - 57676
CLRD - 12963
Diabetes - 7895
Heart disease - 59371
Influenza and pneumonia - 5849
Kidney disease - 2728
Stroke - 13542
Suicide - 3893
Unintentional injuries - 10906
"
39.059811,-105.311104,"Colorado
Alzheimer's disease - 1322
Cancer - 7306
CLRD - 2239
Diabetes - 797
Heart disease - 6311
Influenza and pneumonia - 525
Kidney disease - 428
Stroke - 1576
Suicide - 1052
Unintentional injuries - 2403
"
41.5997782,-72.755371,"Connecticut
Alzheimer's disease - 842
Cancer - 6681
CLRD - 1387
Diabetes - 631
Heart disease - 7282
Influenza and pneumonia - 558
Kidney disease - 569
Stroke - 1273
Suicide - 368
Unintentional injuries - 1392
"
39.318523,-75.507141,"DC
Alzheimer's disease - 129
Cancer - 1081
CLRD - 139
Diabetes - 145
Heart disease - 1298
Influenza and pneumonia - 76
Kidney disease - 44
Stroke - 207
Suicide - 37
Unintentional injuries - 194
"
38.897438,-77.026817,"Delaware
Alzheimer's disease - 213
Cancer - 1935
CLRD - 420
Diabetes - 241
Heart disease - 1790
Influenza and pneumonia - 121
Kidney disease - 139
Stroke - 404
Suicide - 125
Unintentional injuries - 374
"
27.766279,-81.686783,"Florida
Alzheimer's disease - 4422
Cancer - 42188
CLRD - 10585
Diabetes - 5092
Heart disease - 42125
Influenza and pneumonia - 2338
Kidney disease - 2912
Stroke - 8456
Suicide - 3002
Unintentional injuries - 8770
"
33.040619,-83.643074,"Georgia
Alzheimer's disease - 2074
Cancer - 16021
CLRD - 3977
Diabetes - 2088
Heart disease - 15825
Influenza and pneumonia - 1390
Kidney disease - 1612
Stroke - 3636
Suicide - 1168
Unintentional injuries - 3731
"
21.094318,-157.498337,"Hawaii
Alzheimer's disease - 249
Cancer - 2284
CLRD - 312
Diabetes - 277
Heart disease - 2430
Influenza and pneumonia - 394
Kidney disease - 199
Stroke - 634
Suicide - 190
Unintentional injuries - 458
"
44.240459,-114.478828,"Idaho
Alzheimer's disease - 354
Cancer - 2572
CLRD - 754
Diabetes - 371
Heart disease - 2515
Influenza and pneumonia - 189
Kidney disease - 148
Stroke - 610
Suicide - 297
Unintentional injuries - 699
"
40.349457,-88.986137,"Illinios
Alzheimer's disease - 2865
Cancer - 24562
CLRD - 5313
Diabetes - 2706
Heart disease - 24667
Influenza and pneumonia - 2323
Kidney disease - 2392
Stroke - 5337
Suicide - 1292
Unintentional injuries - 4488
"
39.849457,-86.258278,"Indiana
Alzheimer's disease - 2038
Cancer - 13368
CLRD - 3962
Diabetes - 1860
Heart disease - 13675
Influenza and pneumonia - 973
Kidney disease - 1221
Stroke - 3073
Suicide - 940
Unintentional injuries - 2776
"
42.011539,-93.210526,"Iowa
Alzheimer's disease - 1336
Cancer - 6438
CLRD - 1824
Diabetes - 692
Heart disease - 7005
Influenza and pneumonia - 664
Kidney disease - 322
Stroke - 1422
Suicide - 383
Unintentional injuries - 1369
"
38.5266,-96.726486,"Kansas
Alzheimer's disease - 789
Cancer - 5429
CLRD - 1687
Diabetes - 639
Heart disease - 5366
Influenza and pneumonia - 624
Kidney disease - 600
Stroke - 1343
Suicide - 502
Unintentional injuries - 1319
"
37.66814,-84.670067,"Kentucky
Alzheimer's disease - 1506
Cancer - 10012
CLRD - 3100
Diabetes - 1256
Heart disease - 10024
Influenza and pneumonia - 879
Kidney disease - 933
Stroke - 2073
Suicide - 724
Unintentional injuries - 2741
"
31.169546,-91.867805,"Louisiana
Alzheimer's disease - 1399
Cancer - 9308
CLRD - 2074
Diabetes - 1290
Heart disease - 10074
Influenza and pneumonia - 808
Kidney disease - 1138
Stroke - 2039
Suicide - 567
Unintentional injuries - 2362
"
44.693947,-69.381927,"Maine
Alzheimer's disease - 432
Cancer - 3226
CLRD - 817
Diabetes - 380
Heart disease - 2623
Influenza and pneumonia - 205
Kidney disease - 257
Stroke - 619
Suicide - 209
Unintentional injuries - 602
"
39.063946,-76.802101,"Maryland
Alzheimer's disease - 906
Cancer - 10525
CLRD - 1981
Diabetes - 1218
Heart disease - 11023
Influenza and pneumonia - 986
Kidney disease - 704
Stroke - 2280
Suicide - 583
Unintentional injuries - 1696
"
42.230171,-71.530106,"Massachusetts
Alzheimer's disease - 1713
Cancer - 12864
CLRD - 2520
Diabetes - 1099
Heart disease - 11602
Influenza and pneumonia - 1356
Kidney disease - 1271
Stroke - 2371
Suicide - 604
Unintentional injuries - 2195
"
43.326618,-84.536095,"Michigan
Alzheimer's disease - 3064
Cancer - 20496
CLRD - 5251
Diabetes - 2685
Heart disease - 23520
Influenza and pneumonia - 1565
Kidney disease - 1586
Stroke - 4414
Suicide - 1261
Unintentional injuries - 3805
"
45.694454,-93.900192,"Minnesota
Alzheimer's disease - 1445
Cancer - 9424
CLRD - 2124
Diabetes - 1165
Heart disease - 7496
Influenza and pneumonia - 674
Kidney disease - 669
Stroke - 2081
Suicide - 656
Unintentional injuries - 2301
"
32.741646,-89.678696,"Mississippi
Alzheimer's disease - 923
CLRD - 1729
Diabetes - 1050
Heart disease - 7269
Influenza and pneumonia - 565
Kidney disease - 692
Stroke - 1502
Suicide - 410
Unintentional injuries - 1627
"
38.4456085,-92.678696,"Missouri
Alzheimer's disease - 1863
Cancer - 12919
CLRD - 3650
Diabetes - 1377
Heart disease - 13742
Influenza and pneumonia - 1213
Kidney disease - 1259
Stroke - 2989
Suicide - 914
Unintentional injuries - 3002
"
46.921925,-110.45353,"Montana
Alzheimer's disease - 265
Cancer - 1954
CLRD - 605
Diabetes - 233
Heart disease - 1903
Influenza and pneumonia - 155
Kidney disease - 100
Stroke - 415
Suicide - 233
Unintentional injuries - 572
"
41.12537,-98.268082,"Nebraska
Alzheimer's disease - 570
Cancer - 3479
CLRD - 1052
Diabetes - 442
Heart disease - 3307
Influenza and pneumonia - 291
Kidney disease - 217
Stroke - 776
Suicide - 232
Unintentional injuries - 792
"
